id,Product-url,Path,Manufacturer,code,name,sale-price,price,caption,Options,Ship-weight,Availability,Shipping-Time,Warranty,Free-shipping,USPS,Shipping-Costs,description,Image,Inset,Inset-2,Inset-3,Inset-4,Inset-5,material,style,color,Model-number,Flat-ship-rate,Free-ship-method,Ship-weight,Taxable,Dimensions,Ship-alone,Origin-zip,Number-of-boxes,Multi-box-weights,Multi-box-dimensions,Invalid-ship-methods,Related-items,Phone-number,Item-number-visiblity,overall-size,Return-details,good-margins,size-for-data-feeds,ships-within-for-feeds,disclaimer-name,disclaimer-text,name-for-feed-under-70,created_at
id,Product-url,Path,Manufacturer,code,name,sale-price,price,caption,Options,Ship-weight,Availability,Shipping-Time,Warranty,Free-shipping,USPS,Shipping-Costs,description,Image,Inset,Inset-2,Inset-3,Inset-4,Inset-5,material,style,color,Model-number,Flat-ship-rate,Free-ship-method,Ship-weight,Taxable,Dimensions,Ship-alone,Origin-zip,Number-of-boxes,Multi-box-weights,Multi-box-dimensions,Invalid-ship-methods,Related-items,Phone-number,Item-number-visiblity,overall-size,Return-details,good-margins,size-for-data-feeds,ships-within-for-feeds,disclaimer-name,disclaimer-text,name-for-feed-under-70,created_at
